Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15580,Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,Marvelous Interactive,1.087976995,0.592444516,1.087976995,0.394829814,3.509167809
16522,Bakumatsu Rock: Ultra Soul,PSP,2014,Misc,Marvelous Interactive,1.493442103,0.394829814,0.394829814,0.394829814,3.046998541
4988,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,1998,Racing,Human Entertainment,3.713840842,1.820295718,3.978348752,1.493442103,10.89710362
13081,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Racing,Jaleco,1.081045523,1.714663619,2.004267726,0.394829814,5.132196015
1600,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,Virgin Interactive,4.505703678,4.266030825,0.458390891,3.167418536,12.46242654
7716,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,3.102880015,1.781124175,2.165113677,0.394829814,7.464844868
9156,Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,2.792725087,1.493442103,4.618261715,0.647250905,8.951381562
14780,Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
2972,Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,Interplay,3.921190339,3.652926352,2.650057342,2.592054391,12.93889136
6607,Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,3.339268793,2.186589283,2.572683094,0.394829814,8.551647694
8156,Ball Breakers,PS,2000,Action,Take-Two Interactive,2.697414907,2.340739963,2.049054034,0.394829814,7.436530279
15210,Ballblazer Champions,PS,1997,Sports,CTO SpA,0.394829814,0.394829814,2.20747993,0.422555701,3.66346124
13868,Ballistic,PS,1999,Puzzle,Atari,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
10791,Ballistic: Ecks vs. Sever,GBA,2002,Shooter,BAM! Entertainment,2.340739963,1.493442103,3.0363513,0.394829814,7.341001382
2261,Balloon Fight,NES,1985,Platform,Nintendo,4.05839146,2.592054391,4.15602993,0.394829814,11.2013056
9038,Balloon Pop,DS,2009,Puzzle,UFO Interactive,2.959779171,1.200058374,3.299417375,0.394829814,7.825564379
13374,Balloon Pop,Wii,2007,Puzzle,505 Games,1.781124175,1.120414204,3.556682059,0.977073446,7.555415786
16515,Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,0.394829814,1.030390733,0.486116778,0.401761286,2.712912536
15154,Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,1.087976995,1.246108387,3.333187933,0.394829814,6.124094873
15680,Balls of Fury,DS,2007,Sports,Zoo Digital Publishing,1.087976995,1.246108387,3.333187933,0.394829814,6.124094873
2093,Band Hero,Wii,2009,Misc,Activision,4.489174376,3.796027196,1.872716355,2.592054391,12.71805386
2591,Band Hero,X360,2009,Misc,Activision,4.326655447,3.485872267,2.989927944,2.340739963,13.0124371
2735,Band Hero,PS3,2009,Misc,Activision,4.108401881,3.572883644,2.055586653,2.792725087,12.5730478
4376,Band Hero,DS,2009,Misc,Activision,3.439352252,3.339268793,3.379973077,2.004267726,12.34612242
4745,Band Hero,PS2,2009,Misc,Activision,3.102880015,2.186589283,2.689851827,3.390562088,11.13326685
11446,Bangai-O Spirits,DS,2008,Shooter,D3Publisher,2.340739963,1.525543463,3.103825243,0.394829814,7.372592217
342,Banjo-Kazooie,N64,1998,Platform,Nintendo,5.625938431,5.122217633,4.402162999,2.697414907,17.84773397
16056,Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios,1.892811909,0.394829814,2.340739963,0.443350117,5.284352124
5452,Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,THQ,3.572883644,2.592054391,4.582713183,0.394829814,11.37701721
2656,Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,3.860565717,3.978348752,2.46198552,2.592054391,13.16754523
10453,Banjo-Pilot,GBA,2005,Racing,THQ,2.340739963,1.493442103,3.0363513,0.394829814,7.341001382
1273,Banjo-Tooie,N64,2000,Platform,Nintendo,4.801549061,3.978348752,3.613705639,2.186589283,14.58019274
5397,Bank Heist,2600,1982,Action,20th Century Fox Video Games,3.860565717,1.087976995,3.618212773,1.493442103,10.2156637
13698,Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
9001,Barbarian,PS2,2002,Fighting,Titus,2.340739963,2.186589283,1.095700647,1.087976995,6.719818392
12433,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,3.322034418,2.186589283,2.610502672,0.394829814,8.551647694
14046,Barbie and Her Sisters Puppy Rescue,3DS,2015,Action,Namco Bandai Games,2.176521756,1.493442103,2.702013783,0.443350117,6.856284513
15942,Barbie and Her Sisters Puppy Rescue,PS3,2015,Action,Namco Bandai Games,1.892811909,0.394829814,2.340739963,0.443350117,5.284352124
16107,Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games,1.892811909,0.394829814,2.340739963,0.443350117,5.284352124
10882,Barbie and the Magic of Pegasus,GBA,2005,Action,Vivendi Games,2.340739963,1.087976995,1.856883331,0.540390722,5.580340826
7085,Barbie and the Three Musketeers,Wii,2009,Adventure,Activision,3.439352252,1.526264961,2.735851779,1.087976995,8.730836981
9493,Barbie and the Three Musketeers,DS,2009,Adventure,Activision,2.879736464,1.493442103,2.583396118,0.394829814,7.260948784
4317,Barbie as The Island Princess,Wii,2007,Adventure,Activision,4.132499432,1.463147649,4.075738345,1.493442103,11.04118468
5725,Barbie as The Island Princess,DS,2007,Adventure,Activision,3.727034324,0.394829814,2.174728751,1.087976995,7.389596432
7078,Barbie as The Island Princess,GBA,2007,Adventure,Activision,3.167418536,2.186589283,3.005485355,0.401761286,8.877972256
9913,Barbie as The Island Princess,PS2,2007,Adventure,Activision,2.186589283,1.781124175,2.534707322,1.087976995,7.579707233
15565,Barbie as the Princess and the Pauper,GBA,2004,Adventure,Vivendi Games,0.394829814,1.030390733,0.486116778,0.401761286,2.712912536
9204,Barbie Explorer,PS,2001,Platform,Unknown,2.474271356,2.004267726,0.891946654,0.394829814,5.646978971
7467,Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,3.339268793,2.081441336,2.060205516,1.087976995,8.227874215
3605,Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,4.083709268,3.102880015,3.605345123,0.394829814,11.60951921
5137,Barbie Horse Adventures: Blue Ribbon Race,GBA,2003,Sports,Knowledge Adventure,3.652926352,2.697414907,4.405154153,0.394829814,11.56849677
3661,Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,4.326655447,1.074114051,1.560470959,1.781124175,8.463268016
7691,Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,3.285201572,2.004267726,2.121151661,0.394829814,7.887834121
7876,Barbie Horse Adventures: Riding Camp,PS2,2008,Sports,Activision,2.592054391,2.340739963,2.302032059,1.087976995,8.456194157
4056,Barbie Horse Adventures: Wild Horse Rescue,PS2,2003,Sports,Universal Interactive,3.572883644,3.339268793,3.19201822,2.186589283,12.15120218
12425,Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,2.004267726,0.394829814,2.270702993,0.394829814,5.252511521
10378,Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,2.592054391,0.394829814,2.806745176,0.394829814,6.303836743
7208,Barbie Super Sports,PS,1999,Sports,Mattel Interactive,2.879736464,2.474271356,3.487465434,0.394829814,9.540994479
8969,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005,Misc,Vivendi Games,2.697414907,1.781124175,3.925330974,0.415624229,8.594150075
4468,Barbie: Groom and Glam Pups,DS,2010,Action,THQ,3.652926352,3.033887144,3.554819818,1.781124175,12.03203276
7205,Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,3.339268793,1.087976995,5.110827459,0.394829814,10.44089973
4280,"Barbie: Jet, Set & Style!",DS,2011,Misc,THQ,4.005747727,2.004267726,2.660783552,1.493442103,9.698505858
6448,"Barbie: Jet, Set & Style!",Wii,2011,Misc,THQ,3.53032403,0.394829814,2.435756935,1.087976995,7.579551871
3426,Barbie: Race & Ride,PS,1999,Action,Sony Computer Entertainment,3.891337375,3.485872267,3.3663201,1.781124175,12.6920969
4519,Barnstorming,2600,1981,Action,Activision,4.083709268,1.087976995,4.730513571,1.169612058,10.9463004
9970,Barnyard,GC,2006,Action,THQ,2.592054391,1.087976995,3.820301179,1.450115808,9.376658024
10836,Barnyard,PS2,2006,Action,THQ,2.004267726,1.781124175,2.446410288,0.394829814,6.639788355
13239,Barnyard,GBA,2006,Action,THQ,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
13591,Barnyard,Wii,2006,Action,THQ,1.781124175,1.120414204,3.556682059,0.977073446,7.555415786
15659,Barnyard Blast: Swine of the Night,DS,2008,Platform,Big Ben Interactive,1.087976995,1.246108387,3.333187933,0.394829814,6.124094873
9627,Baroque,PS2,2007,Role-Playing,Rising Star Games,2.004267726,1.781124175,1.087976995,0.394829814,5.26819871
11717,Baroque,Wii,2008,Role-Playing,Rising Star Games,2.340739963,1.434256499,3.192606542,0.471076004,7.475229935
324,Baseball,NES,1980,Sports,Nintendo,0.459,2.32,5.23,1.23,9.239
422,Baseball,NES,1983,Sports,Nintendo,0.468528926,2.697414907,5.854415328,1.087976995,10.10833616
231,Baseball,GB,1985,Sports,Nintendo,0.473,3.074829814,6.478830656,0.94595399,10.97261446
1144,Baseball,GB,1989,Sports,Nintendo,0.478448456,3.452244721,7.103245984,0.803930985,11.83787015
134,Baseball,GB,1992,Sports,Nintendo,0.52,3.829659628,7.727661312,0.66190798,12.73922892
134,Baseball,GB,1995,Sports,Nintendo,0.68,3.829659628,7.727661312,0.66190798,12.89922892
134,Baseball,PS,1997,Sports,Nintendo,0.72,4.207074535,8.35207664,0.519884975,13.79903615
2321,Baseball,Wii,2003,Sports,Nintendo,0.73,4.584489442,8.976491968,0.37786197,14.66884338
134,Baseball,GB,2004,Sports,Nintendo,0.8,3.829659628,7.727661312,0.66190798,13.01922892
1311,Baseball,Wii,2005,Sports,Nintendo,0.71,4.961904349,9.600907296,0.235838965,15.50865061
134,Baseball,X361,2007,Sports,Nintendo,0.53,3.829659628,7.727661312,0.66190798,12.74922892
1124,Baseball,X360,2010,Sports,Nintendo,0.55,5.339319256,10.22532262,0.09381596,16.20845784
2341,Baseball,X360,2012,Sports,Nintendo,0.52,5.716734163,10.84973795,-0.048207045,17.03826507
134,Baseball,X362,2013,Sports,Nintendo,0.48,3.829659628,7.727661312,0.66190798,12.69922892
4132,Baseball,PS3,2014,Sports,Nintendo,0.47,6.09414907,11.47415328,-0.19023005,17.8480723
1341,Baseball,PS4,2017,Sports,Nintendo,0.39,6.471563977,12.09856861,-0.332253055,18.62787953
5542,Baseball,PS4,2019,Sports,Nintendo,0.36,6.848978884,12.72298394,-0.47427606,19.45768676
9355,Baseball Advance,GBA,2002,Sports,Sega,2.697414907,1.781124175,3.925330974,0.415624229,8.594150075
8925,Baseball Blast!,Wii,2009,Sports,Take-Two Interactive,3.033887144,1.21678745,3.126287552,0.394829814,7.514292714
3987,Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,3.727034324,3.339268793,3.947980018,1.493442103,12.90277896
12114,Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010,Sports,Zoo Games,2.186589283,0.929209814,2.044206162,0.595842497,5.790349228
5759,Bass Hunter 64,N64,1999,Sports,Take-Two Interactive,3.613705639,2.186589283,3.376259116,1.346964789,10.55424279
3271,Bass Landing,PS,1999,Sports,ASCII Entertainment,3.439352252,3.033887144,3.53032403,1.781124175,11.7846876
6829,Bass Pro Shops: The Hunt,Wii,2010,Sports,XS Games,3.53032403,1.502072565,2.746128225,1.087976995,8.867200962
11042,Bass Pro Shops: The Hunt,X360,2010,Sports,Griffin International,2.474271356,1.473283477,3.07044578,0.394829814,7.419877015
4069,Bass Pro Shops: The Strike,Wii,2009,Sports,XS Games,4.201492304,2.40430912,4.210461701,1.493442103,12.24025761
7398,Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,3.390562088,1.493442103,2.586483999,1.087976995,8.561331139
12945,Bass Rise,PS,1999,Sports,Namco Bandai Games,1.493442103,1.087976995,3.018116879,0.394829814,6.080344344
6210,Bass Strike,PS2,2001,Sports,THQ,3.033887144,2.792725087,2.297652149,1.781124175,9.828045591
9155,Bassmasters 2000,N64,1999,Sports,THQ,2.792725087,1.493442103,4.618261715,0.647250905,8.951381562
7421,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,2.464748985,1.583330017,3.390562088,0.394829814,7.591233329
10556,Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,2.186589283,1.087976995,1.087976995,0.505733363,4.855424527
6307,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,3.439352252,2.004267726,5.06634112,0.394829814,10.94659908
10217,Batman & Robin,PS,1998,Action,Acclaim Entertainment,2.186589283,1.781124175,3.012586212,0.394829814,7.494364595
3602,Batman Begins,PS2,2005,Action,Electronic Arts,3.69066668,3.439352252,3.179796455,2.340739963,12.60549103
7437,Batman Begins,XB,2005,Action,Electronic Arts,3.167418536,1.781124175,3.50962253,0.394829814,9.227325762
8329,Batman Begins,GBA,2005,Action,Electronic Arts,2.879736464,2.004267726,1.691486414,1.081045523,7.612239282
8937,Batman Begins,GC,2005,Action,Electronic Arts,2.792725087,1.493442103,4.618261715,0.647250905,8.951381562
8400,Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft,2.592054391,2.186589283,1.927245197,0.394829814,7.187649552
11052,Batman Beyond: Return of the Joker,N64,2000,Action,Ubisoft,2.340739963,1.087976995,1.856883331,0.540390722,5.580340826
14192,Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
14094,Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.394829814,1.087976995,2.599139635,0.394829814,4.627408056
16239,Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,1.892811909,0.394829814,2.340739963,0.443350117,5.284352124
263,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,5.802001585,5.292669614,2.340739963,4.505703678,17.94111484
376,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,5.78845736,4.969540793,1.087976995,3.828817018,15.67479217
5608,Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,4.628050709,3.69066668,2.967877504,2.004267726,13.22408817
160,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,5.993251773,5.647103242,2.792725087,4.776856449,19.20993655
223,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,6.095273387,5.270027137,1.781124175,4.108401881,17.25482658
3791,Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,3.167418536,3.727034324,1.667087673,2.592054391,11.38090908
4995,Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment,3.228043158,3.285201572,2.895231974,1.493442103,10.91184138
323,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,5.39877612,5.457424847,2.697414907,4.505703678,18.05931955
1319,Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,4.84917711,4.223471211,0.538691732,2.959779171,12.4874613
9571,Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,2.474271356,1.493442103,2.692922776,0.394829814,7.208370718
656,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,5.067658648,4.860737933,1.781124175,4.083709268,15.79323002
887,Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,5.139761942,4.505703678,0.534637081,3.228043158,13.46455412
5567,Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,3.390562088,2.592054391,2.289620058,1.493442103,9.698997984
5584,Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,2.959779171,3.167418536,1.48674117,1.781124175,9.240760166
3813,Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,3.390562088,3.390562088,2.132933416,2.959779171,11.80613015
6395,Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,3.167418536,2.592054391,3.049206347,1.087976995,10.09823823
10072,Batman: Dark Tomorrow,XB,2003,Action,Kemco,2.474271356,1.087976995,1.502072565,0.394829814,5.446378684
11540,Batman: Dark Tomorrow,GC,2003,Action,Kemco,2.186589283,1.087976995,1.941165868,0.554253666,5.745234095
13032,Batman: Gotham City Racer,PS,2001,Racing,Ubisoft,1.493442103,1.087976995,3.018116879,0.394829814,6.080344344
5284,Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,3.228043158,2.959779171,3.885780806,2.004267726,12.03905243
10086,Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,2.474271356,1.087976995,1.502072565,0.394829814,5.446378684
12164,Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,2.004267726,1.087976995,1.469257848,0.491870419,5.108537207
12478,Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,2.004267726,0.394829814,2.270702993,0.394829814,5.252511521
5846,Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment,3.572883644,1.781124175,2.478911133,1.087976995,8.721697074
5952,Batman: The Brave and the Bold the Videogame,Wii,2010,Action,Warner Bros. Interactive Entertainment,3.485872267,2.186589283,2.348575677,1.087976995,8.644345979
3652,Batman: Vengeance,PS2,2001,Adventure,Ubisoft,3.69066668,3.439352252,3.179796455,2.340739963,12.60549103
6537,Batman: Vengeance,GC,2001,Adventure,Ubisoft,3.390562088,2.004267726,2.951953406,0.394829814,9.001056011
8111,Batman: Vengeance,GBA,2001,Adventure,Ubisoft,2.959779171,2.004267726,3.741516383,0.441651126,9.118054792
4813,Battalion Wars,GC,2005,Strategy,Nintendo,3.613705639,2.340739963,2.340739963,0.394829814,8.690015379
5276,Battalion Wars 2,Wii,2007,Strategy,Nintendo,3.485872267,1.493442103,2.474271356,1.087976995,8.54156272
6100,Battle & Get! Pokemon Typing DS,DS,2011,Misc,Nintendo,2.260685267,1.88929797,3.762125644,0.401761286,8.287208867
1569,Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,4.05839146,3.652926352,4.365121728,2.474271356,14.5507109
2892,Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,3.102880015,2.697414907,4.108401881,2.004267726,11.91296453
6412,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,2.186589283,1.781124175,3.033887144,1.087976995,8.089577597
9901,Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,1.597925744,0.925676323,2.879736464,0.394829814,5.838466358
14694,Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,1.145708914,1.762339201,1.493442103,0.408692758,4.982552036
14189,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
8087,Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,1.935251777,0.971069665,3.285201572,0.394829814,6.977851314
5519,Battle Dodge Ball,SNES,1991,Sports,Banpresto,2.610811902,1.860376851,3.891337375,0.394829814,8.520014182
14178,Battle Engine Aquila,PS2,2003,Shooter,Atari,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
15758,Battle Engine Aquila,XB,2003,Shooter,Atari,0.394829814,1.030390733,0.486116778,0.401761286,2.712912536
11168,Battle Fantasia,X360,2008,Fighting,505 Games,2.340739963,1.777726194,0.394829814,0.394829814,4.954495408
16544,Battle Fantasia,PS3,2008,Fighting,505 Games,1.493442103,0.394829814,0.394829814,0.394829814,3.046998541
13908,Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,1.087976995,0.394829814,1.175670403,0.394829814,3.509167809
2485,Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,4.032415974,4.005747727,2.316414334,2.592054391,13.22211121
7498,Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,3.102880015,1.781124175,2.408867338,1.087976995,8.462015986
3222,Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,3.828817018,3.613705639,3.048138854,2.186589283,12.73442213
6329,Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,2.592054391,3.102880015,1.316862957,1.493442103,8.665979379
15448,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,1.087976995,0.592444516,1.087976995,0.394829814,3.509167809
13594,Battle Rage,Wii,2008,Shooter,Popcorn Arcade,1.781124175,1.120414204,3.556682059,0.977073446,7.555415786
8619,Battle Soccer: Field no Hasha,SNES,1992,Sports,Banpresto,2.456508556,1.435228137,3.167418536,0.471076004,7.536613645
13693,Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,1.493442103,0.394829814,1.781124175,0.394829814,4.085703537
15843,Battle Spirits: Hero's Soul,PSP,2010,Role-Playing,Namco Bandai Games,1.087976995,0.592444516,1.087976995,0.394829814,3.509167809
15519,Battle Spirits: Kiseki no Hasha,PSP,2009,Role-Playing,Namco Bandai Games,1.087976995,0.592444516,1.087976995,0.394829814,3.509167809
8912,Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,1.354020486,1.097264128,3.102880015,0.394829814,6.130003338
11112,Battle Stadium D.O.N,GC,2006,Fighting,Namco Bandai Games,3.863280748,1.854851807,2.592054391,1.439532927,9.590559576
2643,Battle Stations,PS,1997,Strategy,Electronic Arts,4.15602993,3.762125644,2.692365476,2.004267726,12.49565095
13057,Battle vs. Chess,PS3,,Misc,TopWare Interactive,2.474271356,1.781124175,1.802717223,0.394829814,6.40867196
14332,Battle vs. Chess,X360,2011,Misc,TopWare Interactive,2.176521756,1.493442103,2.702013783,0.443350117,6.856284513
14586,Battle vs. Chess,PC,,Misc,TopWare Interactive,1.763103237,1.087976995,3.594306252,0.394829814,7.246225377
16054,Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,1.892811909,0.394829814,2.340739963,0.443350117,5.284352124
7182,Battleborn,PS4,2016,Shooter,Take-Two Interactive,2.592054391,2.474271356,0.394829814,1.781124175,7.242279736
9648,Battleborn,XOne,2016,Shooter,Take-Two Interactive,2.474271356,1.781124175,1.802717223,0.394829814,6.40867196
12007,Battleborn,PC,2016,Shooter,Take-Two Interactive,1.493442103,1.493442103,2.957775671,0.394829814,6.328272333
12783,BattleBots: Beyond the BattleBox,GBA,2002,Action,Vivendi Games,1.781124175,0.394829814,2.666650104,0.394829814,5.56145784
4477,Battlebots: Design & Destroy,GBA,2003,Action,Majesco Entertainment,3.828817018,2.879736464,4.238367738,0.394829814,11.9307362
14875,Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.394829814,0.394829814,2.20747993,0.422555701,3.66346124
14589,Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts,0.394829814,0.394829814,2.20747993,0.422555701,3.66346124
11290,Battlefield 2,PC,2005,Shooter,Electronic Arts,2.505091835,2.340739963,2.852771298,1.087976995,8.913930248
3583,Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,4.05839146,3.102880015,3.779213973,1.087976995,12.15162689
4435,Battlefield 2: Modern Combat,PS2,2005,Shooter,Electronic Arts,4.005747727,0.394829814,2.924599024,2.186589283,9.906418877
4748,Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,3.950177876,1.087976995,0.394829814,1.493442103,6.926426787
14939,Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,Electronic Arts,1.087976995,0.592444516,1.087976995,0.394829814,3.509167809
14786,Battlefield 2142,PC,2006,Shooter,Electronic Arts,2.437787146,1.087976995,2.088055699,0.579102732,5.961886843
100,Battlefield 3,X360,2011,Shooter,Electronic Arts,6.495148766,5.75612198,2.186589283,4.628936319,19.06679635
104,Battlefield 3,PS3,2011,Shooter,Electronic Arts,6.047318994,6.075002423,3.950177876,5.09531018,21.16780947
534,Battlefield 3,PC,2011,Shooter,Electronic Arts,4.883466184,5.357674444,1.644072984,4.266030825,16.31771713
337,Battlefield 4,PS3,2013,Shooter,Electronic Arts,5.262364264,5.412109651,3.69066668,4.505703678,18.87084427
366,Battlefield 4,X360,2013,Shooter,Electronic Arts,5.760805829,5.076961041,1.087976995,3.762125644,15.68786951
387,Battlefield 4,PS4,2013,Shooter,Electronic Arts,5.292669614,5.431782416,3.228043158,4.032415974,17.98491116
858,Battlefield 4,XOne,2013,Shooter,Electronic Arts,5.223143551,4.455272825,0.574526921,3.167418536,13.39556692
1388,Battlefield 4,PC,2013,Shooter,Electronic Arts,4.032415974,4.84917711,1.530789838,3.167418536,13.22796435
14658,Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,2.437787146,1.087976995,2.088055699,0.579102732,5.961886843
1302,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,4.789278969,4.223471211,1.781124175,3.102880015,13.89675437
1445,Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,4.725563154,3.978348752,2.004267726,3.285201572,13.99338121
380,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,5.737164066,5.019802627,1.781124175,3.860565717,16.39865659
478,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,5.285178942,5.113328685,2.474271356,4.201492304,17.07427129
2858,Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,3.339268793,4.365121728,0.881743116,2.856719358,11.36000538
799,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,4.643325056,4.927429307,3.033887144,3.860565717,16.46520722
1674,Battlefield: Hardline,XOne,2015,Shooter,Electronic Arts,4.671495933,4.005747727,0.394829814,2.792725087,11.86479856
4079,Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,2.879736464,3.53032403,2.340739963,2.340739963,11.09154042
5437,Battlefield: Hardline,X360,2015,Shooter,Electronic Arts,3.228043158,3.033887144,3.163301065,1.493442103,10.85584417
9306,Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,3.963418188,2.959779171,3.641593709,0.394829814,11.44611666
16189,BattleForge,PC,2009,Strategy,Electronic Arts,1.892811909,0.394829814,2.340739963,0.443350117,5.284352124
9897,Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,2.697414907,0.394829814,2.974359234,0.394829814,6.464040995
13008,Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",2.004267726,1.038935532,1.094908467,0.394829814,4.693402065
8693,Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,2.474271356,2.186589283,1.250163038,1.087976995,6.829149026
11549,Battlestar Galactica,XB,2003,Shooter,Vivendi Games,2.186589283,1.087976995,1.941165868,0.554253666,5.745234095
6449,Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,3.439352252,1.087976995,3.02749889,1.087976995,8.644976855
16276,Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,1.892811909,0.394829814,2.340739963,0.443350117,5.284352124
5513,Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,3.228043158,2.879736464,0.394829814,1.493442103,7.996051539
14872,Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,2.437787146,1.087976995,2.088055699,0.579102732,5.961886843
5511,BattleTanx,N64,1998,Action,3DO,3.652926352,2.186589283,3.44888538,1.14675895,10.43485864
